class_name,source_image_name,output_image_name,source_image_path,source_label_path,output_image_path,output_label_path,domain_score,normalized_domain_score,diversity_score,normalized_diversity_score,final_score,selected_rank,feature_backbone,selection_method
D10,D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.txt,0.8618963,1.0,0.0,0.0,1.0,1,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.txt,0.8424775,0.8688361644744873,0.7200055122375488,0.9912034869194031,0.9300198554992676,2,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.txt,0.86167157,0.9984822273254395,0.5448909997940063,0.9416776299476624,0.9700798988342285,3,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.txt,0.86072063,0.9920591711997986,0.49226856231689453,0.8423850536346436,0.9172221422195435,4,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.txt,0.8278301,0.769900381565094,0.5418837070465088,0.9535526037216187,0.8617265224456787,5,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.txt,0.82357633,0.7411684989929199,0.5265079140663147,0.9345167279243469,0.837842583656311,6,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.txt,0.8000884,0.5825196504592896,0.5446553230285645,1.0,0.7912598252296448,7,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.txt,0.8085004,0.6393383741378784,0.47288697957992554,0.94059818983078,0.7899682521820068,8,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.txt,0.778777,0.43857210874557495,0.469127893447876,0.980222761631012,0.7093974351882935,9,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.txt,0.7894246,0.510491132736206,0.41706329584121704,0.887668251991272,0.699079692363739,10,lpips_alex,Greedy Farthest Point Sampling with Quality Score
