class_name,source_image_name,output_image_name,source_image_path,source_label_path,output_image_path,output_label_path,domain_score,normalized_domain_score,diversity_score,normalized_diversity_score,final_score,selected_rank,feature_backbone,selection_method
D00,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.txt,0.8285989,1.0,0.0,0.0,1.0,1,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.txt,0.8189175,0.8816885948181152,0.7087945342063904,0.8521215915679932,0.8669050931930542,2,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.txt,0.8100593,0.7734370827674866,0.6802747249603271,0.9744492173194885,0.8739431500434875,3,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.txt,0.8025145,0.6812358498573303,0.639757513999939,1.0,0.8406178951263428,4,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.txt,0.82557994,0.9631066918373108,0.40976816415786743,0.676914632320404,0.8200106620788574,5,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000725_prompt08_seed8948761454776218093_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000725_prompt08_seed8948761454776218093_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt08_seed8948761454776218093_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt08_seed8948761454776218093_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt08_seed8948761454776218093_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt08_seed8948761454776218093_00001_.txt,0.79636514,0.6060878038406372,0.5321522951126099,0.9238742589950562,0.7649810314178467,6,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.txt,0.8118752,0.7956284284591675,0.4108816087245941,0.6824167966842651,0.7390226125717163,7,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.txt,0.796573,0.6086277365684509,0.4885013699531555,0.8369625806808472,0.7227951288223267,8,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt08_seed114843318189349834_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt08_seed114843318189349834_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt08_seed114843318189349834_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt08_seed114843318189349834_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt08_seed114843318189349834_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt08_seed114843318189349834_00001_.txt,0.7934903,0.570955753326416,0.5030138492584229,0.9806635975837708,0.775809645652771,9,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.txt,0.8112523,0.7880159616470337,0.3779626488685608,0.7029061317443848,0.7454610466957092,10,lpips_alex,Greedy Farthest Point Sampling with Quality Score
