image_name,class_name,image_path,label_path,color_dist,texture_dist,light_dist,sharpness_dist,domain_score,domain_rank_in_class,domain_pass
D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.txt,0.8950239419937134,2.6801271438598633,1.312003254890442,1.696493148803711,0.8285989,1,True
D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.txt,0.6706506609916687,3.813138961791992,0.6560595035552979,1.6842708587646484,0.82557994,2,True
D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt03_seed7379747182004352039_00001_.txt,0.7223194241523743,3.5057618618011475,0.9574752449989319,1.8006885051727295,0.8189175,3,True
D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.txt,0.6596888303756714,3.898066759109497,0.7988497018814087,1.8195245265960693,0.8140157,4,True
D00_D00_longitudinal_crack_China_MotorBike_000486_prompt08_seed3648175023882627921_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt08_seed3648175023882627921_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt08_seed3648175023882627921_00001_.txt,0.6692023873329163,3.9495298862457275,0.7853367924690247,1.778351902961731,0.81361693,5,True
D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.txt,0.9473715424537659,3.111091136932373,1.338481068611145,1.6729222536087036,0.8118752,6,True
D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.txt,1.0852056741714478,2.535170793533325,1.700909972190857,1.6812794208526611,0.8112523,7,True
D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt02_seed3378439308928108788_00001_.txt,1.415145754814148,3.27485990524292,0.5983288288116455,1.801276445388794,0.8100593,8,True
D00_D00_longitudinal_crack_China_MotorBike_000486_prompt04_seed866229438913352668_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt04_seed866229438913352668_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt04_seed866229438913352668_00001_.txt,0.7415804266929626,3.690790891647339,1.0397063493728638,1.785265564918518,0.80940664,9,True
D00_D00_longitudinal_crack_China_MotorBike_000486_prompt06_seed8797547198043673108_00001_.png,D00,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt06_seed8797547198043673108_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt06_seed8797547198043673108_00001_.txt,0.6405707597732544,3.920332670211792,0.9605133533477783,1.7862943410873413,0.80908895,10,True
